text,likes,platform,text_length,sentiment,confidence,mentioned_majors
大一入学，老师都说我们这个专业未来“非常光明”，“极受重视”。大四快毕业，老师说我们这个专业未来只是微微一笑，什么也没说，但也说了不少。[藏狐][藏狐][藏狐],1624.0,Bilibili,80,positive,0.9387894868850708,['师范类']
老师您好，我是94年双非金融本科，工作7年多一直在做金融类工作，目前已婚无孩，没有太大的家庭负担，在成都做金融做够了（之前就业岗位和收入一直处于中上游，最近被裁员了），想换个偏技术类的行业，想跨考生物医药、英语、法律其中一种，顺便上研究生期间把娃生了，希望后面出来之后做个收入相对中上稳定的工作，想让老师帮忙参谋下。以前毕业季考过一次西财金融专硕 当时考了不到300分。,5.0,Bilibili,185,positive,0.9508689641952515,"['金融学', '法学', '师范类', '英语', '生物工程']"
张雪峰被封没关系，因为他已经赚够钱了，哪怕现在退休，几个亿都够他躺了[doge],1647.0,Bilibili,40,positive,0.9257506728172302,['未明确提及']
确实，时代不同了，现在年轻人懂得真多，十来岁抽烟喝酒飙车早孕的都多的一批，我当初十来岁的时候还在玩泥巴[辣眼睛],24.0,Bilibili,56,positive,0.9535012245178223,['未明确提及']
老师您好！我本科专业是统计学的，毕业两年了，是女生。也是打算考公但岗位选择很少，有教师资格证，想考D类联考，专业又不符合，所以打算考研，想请问一下老师，我是继续考统计学，或者教育学，或者换个专业考研呢？我打算在昆明[笑哭]，不知道选择哪个专业比较好。,5.0,Bilibili,125,positive,0.6919538974761963,['师范类']
是雷军那句“死生看淡，不服就干”吗？偏今天又刷到小米车主摩托车俱乐部的事[笑哭][笑哭][笑哭],20.0,Bilibili,48,positive,0.6259567737579346,['未明确提及']
你说有人听张预测错了 可报专业本身就是赌，他让信息更透明，让人有个底，也比看一堆专业茫然瞎选好，说到底他就是个提供信息给建议的，自己才是做决策的，赌输了也不能怪人吧,2026.0,Bilibili,82,negative,0.611763596534729,['未明确提及']
老师您好，我是二本院校，电子商务专业，跨考了一次黑龙江大学法硕，没考上。现在想找一个容易上岸，好就业的专业，您看什么合适呢？我对法硕其实还挺感兴趣的，像我这种情况建议换专业吗？,4.0,Bilibili,88,positive,0.8478409051895142,['师范类']
我说直白点，我高考那年是2016年，当时张雪峰推荐的专业是土木工程[doge]当时家里但凡有一个工作跟工科沾边的亲戚都能打听到土木已经日暮西山,1180.0,Bilibili,71,positive,0.8356097936630249,['土木工程']
老师您好，我是专升本上来的，本科是数字媒体技术专业，但是数学基础较薄弱，家里有关系进编制，但是央企专升本学历塞不进去，需要全日制硕士，目标就是随便一个硕士学位，目前有在博物馆和物流管理这两个中纠结，求老师帮忙做个选择或者推荐,4.0,Bilibili,112,positive,0.8518005609512329,"['师范类', '新闻学']"
张老师也给我们灌鸡汤……,22.0,Bilibili,12,positive,0.9696263670921326,['师范类']
我其实很好奇，就比如当下有个孩子要上大学，家里条件也就普通，未来能助力孩子但也无法完全兜底，不按张雪峰推荐的报专业应该报什么专业[喜极而泣],2163.0,Bilibili,70,positive,0.7349054217338562,['未明确提及']
老师好，我是1993年的女生，未婚，2012年高中文科生毕业后步入社会，成人专科会计+自考本科人力资源管理，数学不行，目前广东在职，请问一下想考全日制学硕，有好的专业推荐吗？,3.0,Bilibili,87,positive,0.9355787634849548,"['会计学', '师范类']"
张雪峰效应：推荐的专业人一定多，人多了就卷，卷了就难就业。所以推荐的专业难就业,1004.0,Bilibili,39,positive,0.9600986838340759,['未明确提及']
张雪峰一次在直播中提到，整个志愿填报赛道，他的流量比其他人加起来都高。 年轻人，你觉得你是那个万中无一的旷世奇才么？你能么？鸡汤听听就好,15.0,Bilibili,68,positive,0.9383017420768738,['未明确提及']
老师您好，我是一个双非二本的土木工程学生，最近在考虑是否跨考机械，因为目前土木的大环境不好。您可以指点我一下吗，我是考本专业好还是跨考比较好？,3.0,Bilibili,71,positive,0.6930591464042664,"['土木工程', '机械工程', '师范类', '环境工程']"
我记得有一次，张老师让想报法医的孩子自己把猪肉放一个星期再闻闻，受得了就报。我就觉得他起码很实事求是，而且底层逻辑非常明晰。我还是觉得不能苛求一个老师是先知。,1234.0,Bilibili,79,positive,0.9884771108627319,['师范类']
实际上的书分2种，一种是有字之书……学校教授的书本理论间接性的理论知识，另一种则是无字天书……社会实践出真知灼见的直接性社会实践经验总结。……而很多人混不好，大概率是后边那一种无字天书之书，没读懂、没读明白。……社会本质就是一阴一阳谓之道的融合贯通交融学说：理论+实践：1+2=3认知跃迁、扬弃创新能力！……公开明规则与现实实践运行的潜规则，两者黑白有界所支配的现实人性本质真相！,10.0,Bilibili,190,positive,0.8412289619445801,['未明确提及']
老师您好，我是双非环境设计（江苏省专转本上岸），目前在苏州民办大专做辅导员，有高校教资。本人想换工作，跨考上海的学校。想了解下哪些专业相对容易上岸，比较在乎，老师有什么建议吗,3.0,Bilibili,87,positive,0.9269532561302185,"['师范类', '环境工程']"
张雪峰最失败的地方就是小看了新闻传播学的力量[doge_金箍],1273.0,Bilibili,31,neutral,0.5827645659446716,['新闻学']
张老师您好! ! 我是南京林业大学国贸专业 想留在南京或者其他二线城市就业 想去个央国企 工资高一点点 请问考研什么专业院校比较好呢 目前考虑南农金融 听说很难卷 有没有更好的选择呢,2.0,Bilibili,91,positive,0.8713859915733337,"['金融学', '师范类']"
其实也不是不能理解，时代在进步，个人不可能可以停滞不前,8.0,Bilibili,27,positive,0.8777965903282166,['未明确提及']
我是新传学生，我支持张雪峰对新传的评价，当然也不妨碍我热爱新传学科，当然了，在外头我自称学传播学的[滑稽],735.0,Bilibili,53,positive,0.9825156927108765,['新闻学']
老师您好，我是末流985给排水专业毕业的，不知道考哪个学校的哪个专业比较好就业。,2.0,Bilibili,40,neutral,0.579070508480072,['师范类']
你说得对但是根本找不到工作，要饿死了,8.0,Bilibili,18,negative,0.7561016082763672,['未明确提及']
说的很委婉了，其实就是太浪了。但凡了解过的一点的都知道，他教的就是大部分“名师”教的，你要说他教错了，那一大堆辅导志愿的都错了。只是他“名气”太大了，而且是在志愿填报这上面。起码他钱也早赚够了，他应该早就知道有这一天了·，真被封了，大概还放松点。,700.0,Bilibili,123,positive,0.8090174198150635,['未明确提及']
老师今年二本软件工程大三，想考研提升自己的学历和竞争力，未来目标是留在一二城市工作。我想问的几个问题是首先考研像我这种专业的话要看学校排名（所谓985211双一流）还是要看专业排名？另外我是准备考武汉的统考专硕院校，老师有什么推荐吗？[打call],2.0,Bilibili,124,positive,0.9483281373977661,"['计算机科学与技术', '软件工程', '土木工程', '师范类']"
老师您好，我本科专业是土木工程，普通一本，现在从事中建的商务岗三年了，但是因为这个工作天南海北的跑，还是想要转个行业。目前想通过考研的方式进行转行，以前都是推荐转计算机，但是今年计算机好像也不是很好，请问有什么推荐的吗？,2.0,Bilibili,110,positive,0.770167887210846,"['计算机科学与技术', '土木工程', '师范类']"
老师您好，我是南京二本的英语专业想跨专业考研有什么推荐吗,1.0,Bilibili,28,neutral,0.5720621347427368,"['师范类', '英语']"
老师你好，我是河北一所双非学校，专业是建筑电气与智能化，这个专业在本学校属于电气学院。没有该专业的研究生，请您推荐一些电气方面的专业,1.0,Bilibili,66,neutral,0.5032932758331299,"['土木工程', '电气工程', '师范类']"
老师您好  我是二本金融学  大四上考了一次研  考的是金融专硕  复习的不太好  想再考一次研  不是特别喜欢数学吧  可以接受一点  想换个体面好上岸一点的专业 请问有什么推荐,1.0,Bilibili,90,positive,0.7273213863372803,"['金融学', '师范类']"
老师您好，我是本科厦大大三的测控专业学生，我未来的倾向是在福建工作，对于专业的想法是考虑控制工程，电子信息类，电气工程类的，但是还不确定选择哪个学校，我本人是想继续考985的，怕本校的专业实力没有很强，但是我又想在福建发展，所以在院校和专业上有点不确定,1.0,Bilibili,126,positive,0.8869665861129761,"['电子信息工程', '土木工程', '电气工程', '自动化', '师范类']"
老师 我是二本会计 想考研不知道选啥好 本专业学硕快没了专硕好贵 审计财政类的也差不多 经济学我又不太想学因为不太想学数学,1.0,Bilibili,61,neutral,0.5769557952880859,"['金融学', '会计学', '师范类']"
老师好，我是双非二本的机器人工程专业（归信息学院的自动化大类），这个专业考公推荐考吗？要是考研想考往江苏地区（想留在徐州，南京，苏州），有什么推荐的学校专业（好就业）吗[保佑],1.0,Bilibili,88,positive,0.9459649324417114,"['土木工程', '自动化', '师范类']"
老师，我是双非二本勘查技术与工程专业目前准备考研，但听很多人说学这个专业的人都跑路了，我想请教一下老师我如果想跨考选择哪个专业呢？或者我这个专业出来能否去当老师呢？,1.0,Bilibili,82,positive,0.8591769933700562,"['土木工程', '师范类']"
老师您好我是美术师范专业的女生，目前大三，在北京某个末流985。想跨考法硕，一是为了之后保底可以考公，但是我现在不是党员。二是为了可以美术+法学变成综合性人才从事相关行业？您觉得这个方案可行吗？还是考研继续学习美术专业比较好呢？,1.0,Bilibili,114,neutral,0.5194931030273438,"['法学', '师范类']"
老师您好，我是中国海洋大学食品科学与工程的学生，今年大二马上大三了，学的是食品科学与工程，首先家里面没关系没啥好的经济基础（现在家里面还有一个刚考上北大学数学的亲弟），第二是本专业学的东西很杂而且本科生出来作用不大，自己学得有点迷茫想要跨考，第三我认为食品行业不在于咋生产而在于食品出售中所产生的附加值，只搞食品研究的话看不到前景，所以想请给我一些考研方向的建议,1.0,Bilibili,181,positive,0.6774956583976746,"['金融学', '土木工程', '师范类']"
张老师是不是也乘着互联网的风浪飞上去的,8.0,Bilibili,19,positive,0.8974487781524658,['师范类']
老师好，我本科是人力资源管理专业，想跨考，但不知道要考什么专业[妙啊]想含金量高一点的,1.0,Bilibili,43,positive,0.952390730381012,['师范类']
2019年推荐土木专业的培香太庙是吧,7.0,Bilibili,18,positive,0.8197116255760193,['土木工程']
老师好，我目前是二本毕业国企能源行业，光热项目，目前新能源行业比较火，未来前景好，但是我觉得年轻人不适合干在沙漠里耗着，同时可能我对自己的职业前景有比较清楚发展趋势和职业规划，我了解工科还是读个研比较好，但是工作现在难找，三年谁也说不好，我一战23年分数还可以，所以您建议是考个研还是继续耗下去,1.0,Bilibili,147,positive,0.9671036601066589,['师范类']
"只有一次高考[笑哭]
不知道争抢什么，要卷走多少人东西补上超过。好几代人努力的资源
就是生下来，中国人生体验:差评
结束",7.0,Bilibili,60,negative,0.9938148260116577,['未明确提及']
老师好，我是本科土木专业，在青岛工作，想在青岛本地考一个非全，一方面提高一下学历，另一方面给自己以后的工作多一个选择，有什么专业学校推荐嘛,1.0,Bilibili,69,positive,0.9883826375007629,"['土木工程', '师范类']"
只是需要社会去一点无头创，当然试错成本不算，但是社会回馈是真的利益，不过没有胆识不行，胆一旦放下心，火海都能跳有铜体意志就不成神但也能不死，当然没有识，建议去猫仙狐仙多拜拜，多条命总有好处，没喜欢专长的穷苦人来说，向钱能做看专业也是一个不错的选择，国家总不可能真的把饭喂给你吧，领导也没怎么好，顶多看不起你，人家要的是结果,7.0,Bilibili,161,positive,0.9102163910865784,['未明确提及']
老师你好，双非本科工商管理考经济技术及管理可以吗[大哭],1.0,Bilibili,28,positive,0.6599352359771729,"['金融学', '师范类']"
我是河南农村的，在张老师成长的年代，父亲是铁路职工这条超过河南80%的孩子了。,6.0,Bilibili,39,positive,0.8915969729423523,['师范类']
老师您好，本科是双非二本金融学，毕业工作三年了跨行在做工程预算，房地产现在不行了想跑路，也考了几次省考公安始终还是差点，准备考研去职校当老师这类的，但在考研专业选择上面始终还在纠结，我实在纠结是考公安类的大学（公安）还是综合类大学（文科类的），老师能给点建议吗,1.0,Bilibili,130,neutral,0.5501612424850464,"['金融学', '土木工程', '师范类']"
学习最痛苦的是努力学习了，但是效果不好，怎么都学不明白,7.0,Bilibili,27,negative,0.7994198799133301,['未明确提及']
老师，我是一个重庆理工大学机械电子专业的，2025考研不怎么选什么学校，方向也不是很明确，有什么好的建议吗,1.0,Bilibili,53,neutral,0.5846045613288879,"['机械工程', '师范类']"
考研“专家”的孩子不用考研🐂,5.0,Bilibili,14,positive,0.9632084965705872,['未明确提及']
张老师我打算考社会工作我是山东的，本科学的是造价，但是学校我真的找不到什么合适的选择有推荐吗,1.0,Bilibili,46,positive,0.8135711550712585,['师范类']
其实我都懂大家，我也是农村出身，本来认知就低，家里面父母又没有人脉，没有资源，只能靠自己拼搏  前几年机缘巧合下跟着一个朋友接触到了跨境电商行业 真就是乡巴佬进入富商区一样 不断刷新我的认知 外国人的钱原来这么好挣 比国内内卷的大环境好了不知多少倍 现在干了三年多跨境电商了 自己也有三个店铺 一个月弄个三四个 现在在家睡到自然醒 处理一下订单 选选品 回想起曾经起早贪黑的自己 真就是选择大于努力 遇到了一个贵人 就能走很多捷径,43.0,Bilibili,215,positive,0.8767716884613037,['环境工程']
老师您好 我想考植物保护专业 本科是双非 考研院校选择有没有推荐的呢,1.0,Bilibili,34,positive,0.8401892185211182,['师范类']
突然想到b站的一些动漫圈up，当流量足够大后，他们的一言一行都能影响到一部分看动漫的人，甚至影响到一部作品。,801.0,Bilibili,54,positive,0.9886038303375244,['未明确提及']
要听吹牛逼的，去看张雪峰,4.0,Bilibili,12,positive,0.9238495826721191,['未明确提及']
我对张雪峰的印象只有他与新闻学的那些事[笑哭],822.0,Bilibili,23,positive,0.8676580190658569,['新闻学']
别听这B瞎掰 读够书你也会发现 书里本就没有黄金屋 黄金屋还是实打实靠自己脑子和双手去奋斗,4.0,Bilibili,45,negative,0.9222244620323181,['未明确提及']
他自己的影响力已经能影响他的预言了,766.0,Bilibili,17,positive,0.9896265268325806,['未明确提及']
张雪峰是个极端精致利己主义者，它的目光短浅，它说的那一套表面很有道理对个人和家庭很有利，实际对国家和民族危害巨大，这个世界本来就是五彩缤纷的各个行业都有它的作用和意义是不可缺少的，虽然每个行业就业的人数有多有少。自己的职业选择要遵从自己的兴趣爱好别人是替代不了的最多就是个建议，绝对不能说目前哪个行业赚钱好就业就选哪个，难道说那些不好就业的行业我们就不需要了吗？它也就是在中国有这么大热度去了国外不会有人听它的歪理邪说,5.0,Bilibili,209,positive,0.8594059944152832,['未明确提及']
顶流网红，中流商人，三流教辅[doge_金箍],743.0,Bilibili,23,positive,0.7416158318519592,['未明确提及']
做赌场，搞区块链集资，搞老年保健品，干想干就去干，做贷款医美还有哪些是入刑法欢迎补充,2.0,Bilibili,42,negative,0.8133188486099243,['未明确提及']
说穿了，就是他的言论符合个人利益，都只想着好就业，扎堆，功利。但不符合国家利益，各行各业都需要有人力储备（至于储备100个只有1个就业其他99个咋办，那不好意思就不在考虑范围了）,640.0,Bilibili,89,positive,0.6310364603996277,['未明确提及']
这个世界所有好的东西都是在一个时间段具备优势信息差的稀缺性资源，参考那些带有家字结尾的工作你们就明白了！,2.0,Bilibili,52,positive,0.9334552884101868,['未明确提及']
"我其实比较好奇，就是说到底有多少人因为他的推荐真的报了一个好学校，然后毕业后找到好工作的。
这部分人在他的粉丝里占比到底是多少。",593.0,Bilibili,64,positive,0.9637850522994995,['未明确提及']
怕的不是一无所有，而是负债累累[笑哭],2.0,Bilibili,19,positive,0.7461745142936707,['未明确提及']
新闻学，他一语冲击。说一个例子，我单位二级学院，新闻学专业，去年，就停招了。,491.0,Bilibili,38,positive,0.9471130967140198,['新闻学']
听我一句话，富在‌术数，不在劳身，从来没有听说过有人靠打工发了财的，每个时代都有每个时代的机会，弱者思维是成不了事情的，有些人在做一件事情之前总是顾头顾尾的，怕失败，怕做不好，怕这怕那，刹那间机会也许就错过了，而强者思维只会从结果导向推向流程，比如这件事情我做成了，能带给我什么，而不是思考做不起来会怎么样，本就一无所有，成功改头换面，失败大不了从头再来，拿我自己举例，普通家庭，没有学历，从出社会开始，也是工作一步一步走，20年了解到跨境电商，觉得趋势比较不错，下定决心辞职创业，家里人包括身边朋友都在劝阻，我毅然决然辞职创业，路程也都是一步一步自己摸索着出来的，中间的酸甜苦辣就不描述了，我个人从来是一个下定决心去做事情就只会认真投入，不会考虑做不起来会怎么样，现在自己也算是小康生活了，靠自己买车买房，目前自己是做4家店，单店月利润也能稳定一万➕，所以年轻人，不要顾虑，趁年轻负担没那么多，多闯，多拼，多试，多干，真知永远在路上，你需要准备的就是上路，如果是对跨境电商方面有想法可以交流一下,19.0,Bilibili,448,positive,0.9315525889396667,['未明确提及']
我建议所有的高中生，先对自己的性格，能力，特长，有一个清晰的认知。到了大学多和老师，辅导员，学长聊一聊。而不是盲目的相信一个看起来什么都懂的人。,514.0,Bilibili,72,positive,0.9831739068031311,['师范类']
大部分人都是蠢材，听你说这么多，他能加半点智商吗？,2.0,Bilibili,25,negative,0.6210525035858154,['未明确提及']
想起了西游记里佛祖说的，经不可轻传，亦不可空取。真经要是人人都懂了那也就不叫真经了。,514.0,Bilibili,42,positive,0.8187021613121033,['未明确提及']
[打call][打call][打call][打call],2.0,Bilibili,28,neutral,0.5808117985725403,['未明确提及']
选专业不是靠理想 爱好吗。太功利以后会有考古专家吗,791.0,Bilibili,25,negative,0.6395969390869141,['未明确提及']
不说别的，我前几天才知道原来问他志愿啥的要三万块。。,443.0,Bilibili,26,neutral,0.5901814103126526,['未明确提及']
为什么我听张雪峰切片，基本都是医学法学财会汉语言考公上岸……感觉未来挺确定的。真想看看所有大学生毕业都一起考公，那得多壮观啊,405.0,Bilibili,62,positive,0.9382615685462952,"['临床医学', '法学']"
遍地是黄金的时代已经过去了[嫌弃][嫌弃][嫌弃],1.0,Bilibili,25,positive,0.6208935976028442,['未明确提及']
上面希望所有人都能大局为重，但张老师只希望你能买菜不为钱发愁，能不被父母可能的医药费、孩子的学杂费压垮，反正我是不会希望我以后的孩子像实习带我们的老师一样，博士学位蹲医院药房发药的[三花猫][三花猫][三花猫][三花猫],503.0,Bilibili,110,positive,0.7131487727165222,['师范类']
而且说句难听的，你在一开始就没有选择热爱的路，那日后大概率也没机会了，工作后时间和精力大概率都不允许，先吃饭再热爱本身就是半伪命题，和欲练神功必先自宫一样，而选了自己喜欢的专业，学到能养活自己，我不信你会后悔，欲练神功不必自宫,385.0,Bilibili,113,negative,0.6943208575248718,['未明确提及']
本质就是很多行业需要倒霉蛋，人人都懂那不完蛋,409.0,Bilibili,22,neutral,0.5237503051757812,['未明确提及']
"选专业不是看未来5年，是看之后的五到二十年的行业发展，你当下选了专业，本科毕业入职某一公司，算你成长飞速也要五年后才能成为行业中坚，这个位置才能真正吃到行业红利，这个红利你至少要吃个五年才能给你攒下一定家底以及在行业衰退时不下牌桌的资格。更别说有些专业刚需考研，有些专业需要更长时间沉淀。
所以选专业肯定还是看爱好，看擅长什么，看行业特质，看市场没人能看得准。",311.0,Bilibili,180,positive,0.925724983215332,['未明确提及']
应该是没有封杀他，也可以继续线下找他，只是不准他网上直播这类发表意见了，想找好专业线下找他公司,338.0,Bilibili,47,neutral,0.5758652091026306,['未明确提及']
"个人观点：
1.张雪峰主要还是量变引起质变了，拯救一两个普通家庭的学术叫拯救，拯救一大群那就不一定是拯救了。
2.社会在发展，早年有效的观点如今未必正确
3.“教育功利化”这个罪名跟“付费上班”、“年轻人别在意工资”一样，砖家味十足",366.0,Bilibili,116,positive,0.895926296710968,['师范类']
他影响力太大了，大到一句话能左右一个行业未来几年的人才培养，但他说的东西都是具体到人的微观方向，微观的对错和放到宏观上不一定对的，那个受影响的行业还养了几十上百万人呢，上头这种不受控的因素肯定要咔嚓啊,309.0,Bilibili,100,positive,0.7567682266235352,['未明确提及']
"24嫞桛韸全程包,拿
pan.quark.cn/s/630234ad139f",46.0,Bilibili,38,positive,0.6967107057571411,['未明确提及']
我问一下，如果专业要求是电气及自动化。我是自动化专业。我能报这个岗吗。,16.0,Bilibili,35,neutral,0.5105393528938293,"['电气工程', '自动化']"
法学里边的知识产权，考公有什么限制吗？,12.0,Bilibili,19,positive,0.8910889625549316,['法学']
正在备考公考，想知道大家都是跟谁的申论课啊？,5.0,Bilibili,22,positive,0.9322203397750854,['未明确提及']
教育专业 我见没有什么岗位 大家有推荐吗[星星眼],3.0,Bilibili,25,positive,0.6964108347892761,['师范类']
讲的没啥新鲜东西，考公人基本都了解,2.0,Bilibili,17,negative,0.6793907284736633,['未明确提及']
专业已经改不了了，只能在备考上下功夫了，想问下大家江苏省考到底要不要报班，就很纠结，我现在自己找的线上课资源和资料学，虽然掌握的还行但进度真的有点慢了,1.0,Bilibili,75,positive,0.8026868104934692,['未明确提及']
话心里的压力还是有点大，很怕又再次落榜不过老师机构老师给我讲可多知识点让我更加有信心。上岸,1.0,Bilibili,45,positive,0.9900888800621033,['师范类']
我想问一下，四川省考的课买谁的,0.0,Bilibili,15,negative,0.7436327934265137,['未明确提及']
老师您好，我是云南普通地州二本院校秘书学专业的学生，想要跨考研究生，提升学历好找工作，请问您有推荐的院校和专业吗？求上岸就好[酸了],1.0,Bilibili,66,positive,0.9204280376434326,['师范类']
老师您好，本科机械，什么都不考虑只想上岸可以怎么选[保佑],1.0,Bilibili,29,positive,0.8170877695083618,"['机械工程', '师范类']"
老师，请问教育专硕中讲的六所是指什么学校？,1.0,Bilibili,21,neutral,0.50025874376297,['师范类']
您好老师，我本科德语专业考研想选择国际商务，可是网上说396今年特别的难，请问我还有什么可以选择的专业吗(不用英语考研英语实在是太差了)[委屈]德语只有专四水平考德语类研究生我怕太难[灵魂出窍],1.0,Bilibili,97,negative,0.6373051404953003,"['师范类', '英语']"
同时计算机，专硕学费比学硕高很多吗,1.0,Bilibili,17,positive,0.9431992769241333,['计算机科学与技术']
好奇程序员工作强度真是996吗，这么累还这么多人跨考计算机[doge],1.0,Bilibili,35,positive,0.6789517998695374,['计算机科学与技术']
老师你好，我是土木类交通工程专业毕业，跨行到晶圆封装厂做了两年的设备工程师，因为需要轮班的原因所以想考研提升自己，我现在纠结于考本专业还是电气类，我对半导体这个行业还是有兴趣的,1.0,Bilibili,88,positive,0.9571133255958557,"['土木工程', '电气工程', '师范类']"
老师本科是学动植物检疫，现在大四，明年考研想考生物医药专硕，有什么择校推荐嘛[星星眼],1.0,Bilibili,43,positive,0.9000138640403748,"['师范类', '生物工程']"
稍微懂点脑子，无数专家研究不通的行业发展，他敢跟你侃侃而谈，而他又从未真正从业过那个行业，真是一个敢讲，一个敢信[喜极而泣],376.0,Bilibili,62,positive,0.7915046215057373,['未明确提及']
张雪峰本质上就是利用一个信息不对称来做赚钱的生意人。只要高中有一门就业指导的选修课，学生就基本上不需要这类信息咨询服务。,312.0,Bilibili,60,negative,0.9434257745742798,['未明确提及']
老师你好我的专业是连锁经营管理，大专，我是专升本好还是直接就业好,1.0,Bilibili,32,neutral,0.5940747857093811,['师范类']
看不出他推荐的热门职业多赚钱，看得出他当网红直播确实赚钱[doge],286.0,Bilibili,34,neutral,0.5394250154495239,['未明确提及']
老师，你好，我是双非大二的环境生态工程，想要跨考，数学不是很好不想考数学，不知道要考什么专业，而且对未来想去研究院之类的，家里面没有大学生，我现在很迷茫。,0.0,Bilibili,77,positive,0.7348695397377014,"['土木工程', '师范类', '环境工程']"
自己选更难选了，最后选了个自己喜欢的,331.0,Bilibili,18,positive,0.969626247882843,['未明确提及']
老师您好，我是普通民办本科的金融学专业，想跨考考研，有没有推荐的北京的跨院校和跨考专业推荐？,0.0,Bilibili,46,positive,0.6782854199409485,"['金融学', '师范类']"
一个行业十几二十年后的大概前景是可以预测的[吃瓜]贫道十几年前看好新能源，选了能源材料[吃瓜],321.0,Bilibili,47,positive,0.8991975784301758,['材料类']
我爸爸18年的时候语言未来两大人类科技的爆炸点，一个是AI，一个是生物。现在看来AI好像被他说准了，就不知道生物了[笑哭][笑哭][笑哭],262.0,Bilibili,69,positive,0.9369942545890808,['生物工程']
如果到时候张雪峰账号复活后找凡老师做公关，凡老师会删掉这个视频吗？,227.0,Bilibili,33,positive,0.6968203783035278,['师范类']
我明白了，他就是说的话太符合现实，但不符合社会价值观，所以被禁了。,643.0,Bilibili,33,neutral,0.5899490118026733,['未明确提及']
有没有一种可能，有很多大学专业其实和就业没关系呢？,252.0,Bilibili,25,positive,0.7975991368293762,['未明确提及']
张老师推荐普通女孩去考的证书在那章啊！有没有知道的啊！@我一下,1.0,Bilibili,31,positive,0.8932946920394897,['师范类']
前半段没问题，后半段激励,1.0,Bilibili,12,positive,0.9496412873268127,['未明确提及']
我就奇了怪了，弹幕里那些攻击张老师外貌的人是个什么心理？你长得好看吗？你能给未来的孩子带来希望和教导吗？真是服了,1.0,Bilibili,56,negative,0.8861067891120911,['师范类']
动不动就配享太庙，天天放nm的p,1.0,Bilibili,16,positive,0.695756196975708,['未明确提及']
"--本内容由 @枕梦人儿 大佬下凡召唤，热心市民@AI视频小助理闪现赶来

一、张雪峰的直播内容，包括对理科的讨论、对学生成绩的评论以及关于电子信息专业就业的问题。
00:32 - 家长问孩子在省市的排名，张雪峰回答孩子应该在560~580位左右。
02:12 - 家长问孩子想学挣钱的电子信息专业，张雪峰建议学与电子信息相关的专业。
02:50 - 家长问同一学科下的专业学习内容是否相同，张雪峰表示学习内容相近但没有那么细。
二、中国本科专业目录中的电子信息类，该类是由三个一级学科组成的，而研究生阶段则分为七个二级学科。
03:00 - 本科阶段的电子信息类专业由三个一级学科组成
03:47 - 学科评估评估的是本科一级学科，不是研究生一级学科
05:49 - 本科的电子科学与工程在研究生阶段分成七个二级学科，但本科阶段有20个专业
三、电子信息工程中的专业知识，包括四个二级学科和两个研究生二级学科，以及哪些专业偏电子和偏信息。
06:03 - 不要开玩笑，因为有人会把你的话当真
06:28 - 信息与通信工程分为两个二级学科：通信与信息系统、信号与信息处理
08:48 - 本科阶段培养人才的方式是宽，研究生阶段叫专，博士阶段叫兼
四、本科专业选择的建议，以及如何根据分数选择适合的学校和专业，同时强调了专业加院校的志愿填报方式。
09:02 - 本科阶段应学习更垂直的专业方向，研究生阶段再考虑博士研究方向。
11:12 - 建议家长不要在志愿表里填太多专业，最好不超过六个一级学科。
11:34 - 如果以院校为逻辑，建议优先考虑电子信息专业;如果以专业为逻辑，建议优先考虑机械专业。
五、六个省份专业加院校的报考逻辑，其中辽宁、山东、河北、重庆、浙江和贵州是不调剂的，强调了报考逻辑的重要性。
12:00 - 院校逻辑下的机械专业是最好的选择
12:11 - 辽宁、山东、河北、重庆、浙江和贵州是专业加院校的重要省份
12:30 - 听众需经常收看直播以获得更多帮助和建议
实名羡慕up这溢出屏幕的才华[点赞][点赞][点赞]，YYDS！快来一键三连吧[热词系列_优雅]",71.0,Bilibili,896,positive,0.9319060444831848,"['电子信息工程', '土木工程', '机械工程', '通信工程']"
这和过去职高学的课程差不多，为啥还上三年高中再学,65.0,Bilibili,24,neutral,0.5036385655403137,['未明确提及']
我小弟年纪前10，平时平均645分左右，选电子信息还是计算机？具体哪个大类因为想要考研，考研的收益还要比较大，然后家里条件一般在4线小县城，希望大家给点建议,39.0,Bilibili,78,positive,0.6635962724685669,"['计算机科学与技术', '电子信息工程']"
本科是专业 研究生是学科,24.0,Bilibili,12,positive,0.799742579460144,['未明确提及']
今年上600的2w人，估计580要三四万多人了,22.0,Bilibili,23,positive,0.763586699962616,['未明确提及']
我妹理科生超了一本线21分，她英语最好，喜欢画画看外国的电影，她选了一个甘肃的一本读工业设计专业。我以为花几千块钱找个填报志愿的老师就会选好很不错的前途，没想到我妹会按照她自己的意愿任性。她之前想读园林设计专业，景观设计，环境艺术设计，建筑设计这些所谓的设计专业，被我和家里人使尽九牛二虎之力劝服不读这些了，没想到还是，哎，从小太娇惯她了，她想要什么都尽量满足她让她没意识到财的重要性，自己家有多艰难最需要什么她不明白。不过还好，她是个女的，之后嫁好点还有再次改变自己命运的机会。,21.0,Bilibili,240,positive,0.9693058133125305,"['土木工程', '师范类', '英语', '环境工程']"
